symbol,direction_accuracy,tda_return_pct,buy_hold_return_pct,n_signals,outperformed_bh
ADA,0.7675403634398432,0.18496931636224012,-0.3192819661554669,317,0.4
SOL,0.7311720811720812,0.1675464805888094,1.2402489142585125,345,0.4
AVAX,0.663874139626352,0.1331254123732517,1.8740841274662334,312,0.2
LINK,0.6391230619413981,0.2179353902991954,2.8209091923255847,311,0.2
DOT,0.5309272247518401,-0.13212010522309026,0.47156883716098486,313,0.4
ETH,0.5100778911564625,0.13994763455909887,4.154734160078812,309,0.2
BTC,0.48475121951219513,0.05273281476080971,4.066020986588465,346,0.2
